SpectraSmart Spectrum 2.10.0.0
--------- Device Information -----------
Spectrum Name : ,Spectrum_0
Saving Time : ,2024/06/18 18:23:30
Spectro-Module Model Name :,EE2063S-DUVN4
Spectro-Module Serial Number :,TEST-INSTRUMENT-001
Wavelength Start :,285
Wavelength End :,1100
Wavelength Unit :,Wavelength(nm)
Spectrum Unit :,Intensity(Counts)
MB Temperature(°C) :,NA
TEC Temperature(°C) :,-6.80 °C
-----------Spectrum Setting ------------
Integration Time :,8ms
Average :,50
Boxcar :,0
Background removal :, enabled
linearity correction :, enabled
SC :, disabled
Intensity correction :, disabled
DWT denoise :, enabled
savitzky-golay :, disabled
FFT :, disabled
Running average :, disabled
Kalman :, disabled
High pass :, disabled
---------------BEGIN--------------------
Wavelength(nm)      ,   Intensity(Counts)
761.58,       867.8561
762.00,         855.88
762.42,        861.418
762.84,       952.0795
763.26,       1299.943
763.67,        2463.14
764.09,       4908.319
764.51,       4066.576
764.93,       2236.896
765.35,        1372.37
765.76,       1025.529
766.18,       905.8784
766.60,       878.9557
767.02,       854.1719
767.43,       830.3605
767.85,        843.439
768.27,       850.3888
768.69,       861.0637
769.10,       861.2843
769.52,       851.7892
769.94,       845.8303
770.36,       834.6584
770.77,       829.1537
771.19,       857.8363
771.61,       871.4964
772.03,       985.9585
772.44,        1410.19
772.86,       2552.913
773.28,       2893.244
773.69,       1814.448
774.11,       1225.669
774.53,       990.0226
774.94,       880.0053
775.36,       836.6299
775.78,       836.1297
776.19,       831.1558
776.61,       837.1564
777.03,       849.8237
777.44,       850.6632
777.86,       842.8226
778.28,       830.6482
778.69,       819.7658
779.11,       822.4292
779.52,       835.4603
779.94,       840.0662
780.36,       834.7518
780.77,       830.9572
781.19,       830.2213
781.61,       829.7231
782.02,       829.7365
782.44,        830.473
782.85,       831.4395
783.27,       832.2615
783.68,       832.7531
784.10,       832.8377
784.52,       832.5204
784.93,       832.0968
785.35,        831.504
785.76,       830.3411
786.18,       829.1355
786.59,       828.5692
787.01,       829.0892
787.42,       831.4931
787.84,       834.0295
788.25,       834.0982
788.67,       831.6284
789.08,       825.2658
789.50,       819.0323
789.91,       823.8199
790.33,        836.354
790.74,       843.9429
791.16,       843.5712
791.57,       832.7307
791.99,         817.36
792.40,       815.6466
792.82,       820.7434
793.23,        825.175
793.65,       852.4868
794.06,       859.3351
794.48,       912.2374
794.89,        1163.39
795.31,       1794.203
795.72,       1792.283
796.13,       1272.004
796.55,       998.8929
796.96,       907.4092
797.38,       879.0979
797.79,        850.352
798.20,        842.607
798.62,       828.7003
799.03,        820.631
799.45,       837.2581
799.86,       845.8979
800.27,        907.471
800.69,       1113.762
801.10,       1609.577
801.51,       1796.823
801.93,       1862.689
802.34,       1749.563
802.76,        1247.78
803.17,       998.6167
803.58,       909.7965
804.00,       878.2028
804.41,       854.3654
804.82,       843.0528
805.24,       831.0347
805.65,       825.2717
806.06,        829.009
806.47,       839.9215
806.89,       855.0901
807.30,       858.1478
807.71,       847.7072
808.13,       847.1876
808.54,       846.2006
808.95,       828.8654
809.36,       843.2059
809.78,       893.5486
810.19,       1016.629
810.60,       1442.763
811.01,        2139.05
811.43,       2016.336
811.84,       2640.255
812.25,        3499.74
812.66,         2265.8
813.08,       1472.183
813.49,       1102.425
813.90,       948.6047
814.31,       890.2298
814.72,        863.366
815.14,       839.7842
815.55,       824.5687
815.96,        833.902
816.37,       841.5948
816.78,       847.9482
817.20,       847.6611
817.61,        840.841
818.02,       830.8587
818.43,       822.4551
818.84,       826.5443
819.25,       839.0222
819.67,       843.1153
820.08,       837.5622
820.49,       827.8531
820.90,       819.3758
821.31,       825.2635
821.72,        841.317
822.13,       846.6299
822.54,       839.5581
822.96,       830.5173
823.37,        825.796
823.78,       829.4334
824.19,       837.8361
824.60,         853.84
825.01,        844.792
825.42,       845.7045
825.83,       895.9513
826.24,       1054.404
826.65,       1640.462
827.06,       2651.905
827.47,       2071.551
827.88,       1394.703
828.29,       1078.552
828.70,       938.0426
829.11,       877.8769
829.52,       857.8281
829.93,       832.7044
830.34,       817.0101
830.75,       822.4017
831.16,       831.0042
831.57,       842.1632
831.98,       840.9548
832.39,       828.6396
832.80,       817.6601
833.21,       812.5578
833.62,       817.4548
834.03,       828.2994
834.44,       831.6134
834.85,        826.272
835.26,       818.5513
835.67,       813.1848
836.08,       817.6873
836.49,       829.1873
836.90,       837.6713
837.31,       840.2676
837.72,       831.1632
838.13,       815.6378
838.54,       819.6014
838.94,       829.5739
839.35,       834.2435
839.76,       854.7766
840.17,       888.7778
840.58,       956.8279
840.99,       1334.587
841.40,       2052.761
841.81,       1767.341
842.22,       1386.246
842.62,       1553.468
843.03,       2295.665
843.44,       1913.736
843.85,       1314.473
844.26,       1028.585
844.67,       927.1329
845.07,       895.9774
845.48,       864.0938
845.89,       843.2498
846.30,       829.7515
846.71,       821.2701
847.11,       824.8362
847.52,        834.493
847.93,       845.3347
848.34,       849.0778
848.75,       844.5201
849.15,       831.1987
849.56,       814.4184
849.97,       815.9535
850.38,       825.7041
850.78,       827.1949
851.19,       837.3483
851.60,       872.3029
852.01,       938.5589
852.41,       1198.679
852.82,       1527.256
853.23,       1237.224
853.63,       1007.394
854.04,       892.1518
854.45,       864.2613
854.86,       859.9294
855.26,       836.7097
855.67,       821.6574
856.08,       815.5453
856.48,       815.3383
856.89,       822.4811
857.30,       826.9394
857.70,       826.9159
858.11,       824.9958
858.52,       822.0867
858.92,       819.6241
859.33,       818.5405
859.73,       818.9559
860.14,       820.2155
860.55,       820.8929
860.95,        820.618
861.36,       819.7377
861.77,       819.0984
862.17,       819.9066
862.58,       822.1592
862.98,       825.4266
863.39,       827.8781
863.80,       826.6821
864.20,       822.3865
864.61,       816.6191
865.01,       811.8442
865.42,       815.8693
865.82,       830.9685
866.23,       841.3521
866.63,       845.9474
867.04,        876.264
867.44,       921.5207
867.85,       890.0591
868.26,       857.4118
868.66,       829.7373
869.07,       832.1302
869.47,       830.5106
869.88,       822.9896
870.28,        819.444
870.69,       818.5054
871.09,       818.7329
871.49,       819.7463
871.90,       820.4689
872.30,       820.5087
872.71,       820.1656
873.11,       819.4708
873.52,        818.468
873.92,       817.3193
874.33,       816.0892
874.73,       815.1008
875.14,       814.8229
875.54,       815.3329
875.94,       816.5137
876.35,       817.9645
876.75,       818.9769
877.16,       819.3312
877.56,       819.1948
877.96,       818.7249
878.37,       818.2124
878.77,       817.7793
879.17,       817.3336
879.58,       816.9171
879.98,         816.61
880.39,       816.4335
880.79,       816.4267
881.19,       816.5225
881.60,       816.5744
882.00,       816.5449
882.40,       816.4504
882.81,        816.373
883.21,       816.4602
883.61,        816.721
884.02,       817.0811
884.42,        817.399
884.82,       817.4609
885.22,       817.2233
885.63,       816.7708
886.03,       816.2343
886.43,       815.8177
886.84,       815.6002
887.24,       815.5447
887.64,       815.6081
888.04,       815.7172
888.45,       815.8296
888.85,       815.9385
889.25,        816.066
889.65,        816.243
890.05,       816.4575
890.46,        816.698
890.86,       816.8333
891.26,       816.6646
891.66,       816.1899
892.06,       815.4981
892.47,       814.8519
892.87,       814.6672
893.27,       815.0269
893.67,       815.7921
894.07,       816.7032
894.48,       817.3365
894.88,       817.5605
895.28,       817.4896
895.68,       817.2496
896.08,       817.0543
896.48,         816.98
896.88,       816.9559
897.28,       816.9534
897.69,       816.9393
898.09,       816.9032
898.49,       816.8817
898.89,       816.8864
899.29,       816.9174
899.69,       816.9705
900.09,       817.0414
900.49,       817.1292
900.89,       817.2162
901.29,       817.3435
901.69,       817.5561
902.09,       817.7914
902.50,       818.0581
902.90,       818.1779
903.30,       817.8347
903.70,       817.4667
904.10,       817.5303
904.50,        818.463
904.90,       821.2383
905.30,       824.0287
905.70,       824.2338
906.10,       822.1803
906.50,       815.9543
906.90,       809.6054
907.30,       817.2948
907.70,       834.3774
908.10,       839.3989
908.50,       831.5446
908.90,       823.6457
909.29,       822.1024
909.69,       827.6052
910.09,       839.2318
910.49,       859.1999
910.89,       849.8732
911.29,       863.6652
911.69,       938.5999
912.09,       1140.336
912.49,       2004.943
912.89,       3620.077
913.29,       2678.743
913.69,        1653.62
914.08,       1221.673
914.48,       1023.417
914.88,       928.0865
915.28,       886.2034
915.68,       847.4178
916.08,       821.6667
916.48,        830.254
916.87,       837.9543
917.27,       845.8012
917.67,       845.1479
918.07,       836.1837
918.47,       823.3137
918.87,       812.4603
919.26,       819.0201
919.66,       838.1129
920.06,       842.5443
920.46,       830.1641
920.86,       824.4183
921.25,       832.8839
921.65,        835.962
922.05,       868.2739
922.45,       947.3681
922.84,       1189.569
923.24,       1268.965
923.64,       1057.413
924.04,       939.3793
924.43,       884.8793
924.83,       849.9595
925.23,       827.7271
925.62,       820.9962
926.02,       821.0784
926.42,        829.431
926.82,         840.28
927.21,       837.2375
927.61,       823.1837
928.01,       816.2682
928.40,       818.6154
928.80,       821.7659
929.20,       823.8181
929.59,       824.3926
929.99,       822.9175
930.39,       820.7097
930.78,       818.7328
931.18,       817.4415
931.57,       817.1669
931.97,       818.0171
932.37,       819.1042
932.76,       818.9336
933.16,       817.2932
933.56,       814.6198
933.95,       812.3702
934.35,       812.8663
934.74,       816.4069
935.14,       822.0448
935.53,       827.7645
935.93,       830.4061
936.33,       829.2026
936.72,       825.1606
937.12,       819.9071
937.51,       816.0873
937.91,       814.5509
938.30,       814.5679
938.70,       815.4051
939.09,       815.8613
939.49,       815.5491
939.88,       814.9688
940.28,       814.4076
940.67,        814.204
941.07,       814.4553
941.46,       814.9126
941.86,       815.4058
942.25,       815.7762
942.65,       815.9531
943.04,       815.9877
943.43,       815.9607
943.83,       815.9846
944.22,       816.0891
944.62,       816.2392
945.01,       816.3467
945.41,       816.2765
945.80,       816.0112
946.19,       815.6088
946.59,       815.1939
946.98,       814.9604
947.38,       814.9449
947.77,       815.0731
948.16,        815.225
948.56,       815.2094
948.95,       814.9727
949.34,       814.5846
949.74,       814.1016
950.13,       813.6147
950.52,       813.1727
950.92,       812.7571
951.31,       812.4075
951.70,       812.1873
952.10,       812.1019
952.49,       812.1417
952.88,       812.2453
953.28,       812.3016
953.67,       812.2839
954.06,        812.231
954.45,       812.1819
954.85,       812.2006
955.24,       812.3226
955.63,       812.5225
956.03,       812.7861
956.42,       813.1407
956.81,        813.487
957.20,       813.6881
957.59,       813.8284
957.99,       813.9067
958.38,       814.1396
958.77,       815.0524
959.16,       815.9426
959.56,       815.9091
959.95,       814.7815
960.34,       811.5086
960.73,       808.4545
961.12,       810.8783
961.51,       817.6579
961.91,       825.0068
962.30,       829.3103
962.69,       823.9987
963.08,        813.355
963.47,        808.493
963.86,       809.9277
964.25,       823.0844
964.65,        850.046
965.04,       851.6125
965.43,       863.1917
965.82,       944.8008
966.21,       1236.365
966.60,       1256.781
966.99,       1022.076
967.38,       916.1005
967.77,       885.8401
968.16,       871.3372
968.55,       842.6321
968.94,       825.5088
969.33,       814.6047
969.72,       812.6083
970.11,       818.7791
970.50,       824.4315
970.90,       826.5587
971.29,       822.8921
971.68,       815.2275
972.07,       810.6649
972.46,       810.4883
972.85,       811.4852
973.23,       812.7134
973.62,       813.4823
974.01,        813.392
974.40,       813.2677
974.79,       813.1171
975.18,       812.4685
975.57,       811.4695
975.96,       810.3323
976.35,       809.6731
976.74,       810.4779
977.13,       812.7409
977.52,        816.242
977.91,       820.4846
978.30,       823.5604
978.69,       824.7498
979.07,       828.7859
979.46,       827.3386
979.85,       826.1297
980.24,       822.9443
980.63,       818.3254
981.02,       813.3762
981.41,       810.0269
981.79,       808.8668
982.18,       809.4008
982.57,       810.8852
982.96,       811.9636
983.35,       812.1842
983.74,       811.9376
984.12,       811.4282
984.51,       811.0055
984.90,       810.7908
985.29,       810.5299
985.67,       810.2959
986.06,          810.3
986.45,       810.5555
986.84,       811.0809
987.23,       811.5976
987.61,       811.6125
988.00,       811.0514
988.39,       810.0523
988.77,        809.054
989.16,       808.7662
989.55,       809.3262
989.94,       810.5031
990.32,       811.7902
990.71,       812.3776
991.10,       812.0697
991.48,       811.1273
991.87,       809.9943
992.26,       809.3785
992.64,       809.4835
993.03,       810.0994
993.42,       810.9151
993.80,       811.4435
994.19,       811.5385
994.58,        811.342
994.96,       811.0904
995.35,       811.1469
995.73,       811.5813
996.12,       812.2507
996.51,       812.8701
996.89,       813.0072
997.28,       812.5881
997.66,       811.7905
998.05,       810.9389
998.44,       810.5373
998.82,       810.7214
999.21,       811.3382
999.59,        812.163
999.98,       812.8304
1000.36,       813.2211
1000.75,       813.4421
1001.13,       813.5856
1001.52,       813.7992
1001.90,       814.1236
1002.29,       814.4809
1002.67,       814.8338
1003.06,       815.1406
1003.44,       815.3974
1003.83,       815.6475
1004.21,        815.873
1004.60,       816.0639
1004.98,       816.1746
1005.37,       816.1277
1005.75,       816.0923
1006.13,       816.2435
1006.52,       816.7585
1006.90,       817.9535
1007.29,       819.2106
1007.67,       819.6724
1008.06,       819.2018
1008.44,       817.1542
1008.82,       815.2082
1009.21,       817.2075
1009.59,       822.1964
1009.97,       827.1834
1010.36,       830.1002
1010.74,       826.5779
1011.13,       819.9879
1011.51,       820.3679
1011.89,       827.1887
1012.28,       836.6147
1012.66,       840.8179
1013.04,       841.6498
1013.42,       864.9177
1013.81,       903.7317
1014.19,       1045.791
1014.57,        1258.93
1014.96,       1073.783
1015.34,       949.1935
1015.72,       905.2841
1016.10,       871.5714
1016.49,       857.8397
1016.87,       844.2271
1017.25,       822.9617
1017.63,       816.8462
1018.02,       823.5469
1018.40,       830.3726
1018.78,       833.5087
1019.16,       829.0627
1019.54,       819.1255
1019.93,       813.7308
1020.31,       814.3611
1020.69,       815.9424
1021.07,       817.1153
1021.45,       817.4685
1021.84,       816.5469
1022.22,        815.071
1022.60,       813.6359
1022.98,       812.7282
1023.36,       812.5518
1023.74,       812.9111
1024.12,       813.4976
1024.50,        813.847
1024.89,       813.8102
1025.27,       813.5373
1025.65,       813.1613
1026.03,       812.8802
1026.41,       812.7476
1026.79,       812.6661
1027.17,       812.5609
1027.55,       812.3322
1027.93,       811.9738
1028.31,       811.5761
1028.69,       811.1801
1029.07,       810.8411
1029.45,       810.5752
1029.83,       810.3129
1030.21,       810.1451
1030.59,       810.2236
1030.97,       810.5276
1031.35,       811.0154
1031.73,       811.3595
1032.11,        811.032
1032.49,        809.986
1032.87,       808.4387
1033.25,       806.8877
1033.63,       806.1313
1034.01,       806.3586
1034.39,       807.3026
1034.77,       808.5957
1035.15,       809.6353
1035.53,       810.2003
1035.91,       810.4554
1036.29,       810.4551
1036.67,       810.2914
1037.04,       810.0488
1037.42,       809.7001
1037.80,       809.3676
1038.18,       809.2789
1038.56,       809.4798
1038.94,       809.9119
1039.32,       810.5012
1039.69,       811.0924
1040.07,       811.6138
1040.45,       812.1024
1040.83,       812.4412
1041.21,        812.473
1041.59,        812.166
1041.96,       811.5024
1042.34,       810.7474
1042.72,       810.3329
1043.10,       810.3618
1043.47,       810.8067
1043.85,       811.2395
1044.23,       810.9438
1044.61,       809.8403
1044.99,       808.1755
1045.36,       806.6866
1045.74,       806.5509
1046.12,       807.9457
1046.49,        810.398
1046.87,       813.0212
1047.25,       814.4158
1047.63,       814.1953
1048.00,       812.7871
1048.38,       810.7415
1048.76,       808.9615
1049.13,       807.7894
1049.51,       806.9946
1049.89,         806.48
1050.26,       806.0902
1050.64,       805.7557
1051.01,       805.5923
1051.39,       805.5948
1051.77,       805.6817
1052.14,        805.824
1052.52,       806.0067
1052.90,       806.1677
1053.27,       806.2514
1053.65,       806.2532
1054.02,       806.1667
1054.40,       806.1257
1054.77,       806.3564
1055.15,        806.878
1055.53,       807.6046
1055.90,       808.3155
1056.28,       808.6545
1056.65,       808.5494
1057.03,       808.1315
1057.40,       807.5955
1057.78,       807.2559
1058.15,       807.2151
1058.53,       807.3785
1058.90,       807.6865
1059.28,       808.0417
1059.65,       808.3836
1060.03,       808.7347
1060.40,       809.0306
1060.77,        809.165
1061.15,       809.1155
1061.52,       808.8944
1061.90,       808.5791
1062.27,       808.3076
1062.65,       808.1349
1063.02,       808.0605
1063.39,       808.0408
1063.77,        807.995
1064.14,       807.9089
1064.52,       807.8022
1064.89,       807.7715
1065.26,       807.9656
1065.64,       808.3877
1066.01,       808.9684
1066.38,       809.5151
1066.76,       809.7286
1067.13,       809.5521
1067.50,       809.0883
1067.88,       808.5379
1068.25,        808.228
1068.62,       808.2497
1069.00,       808.5035
1069.37,       808.8685
1069.74,       809.1496
1070.11,       809.2707
1070.49,        809.283
1070.86,       809.2084
1071.23,       809.0801
1071.60,       808.9133
1071.98,       808.6882
1072.35,       808.4001
1072.72,       808.0569
1073.09,       807.6712
1073.46,       807.2598
1073.84,       806.8665
1074.21,       806.5468
1074.58,       806.3174
1074.95,       806.1767
1075.32,       806.0745
1075.70,       805.9259
1076.07,       805.7131
1076.44,       805.4544
1076.81,       805.2214
1077.18,       805.1326
1077.55,        805.206
1077.92,       805.4011
1078.29,       805.6169
1078.67,       805.6954
1079.04,       805.6053
1079.41,       805.4051
1079.78,       805.2018
1080.15,        805.163
1080.52,       805.3372
1080.89,       805.6763
1081.26,       806.1005
1081.63,       806.4856
1082.00,       806.7808
1082.37,       806.9948
1082.74,       807.1697
1083.11,       807.3839
1083.48,       807.6307
1083.85,       807.8585
1084.22,       807.9698
1084.59,       807.8148
1084.96,       807.3952
1085.33,       806.8254
1085.70,       806.2178
1086.07,        805.744
1086.44,        805.475
1086.81,       805.3511
1087.18,       805.4498
1087.55,       805.8824
1087.92,       806.6117
1088.29,        807.588
1088.66,       808.5087
1089.02,       808.8906
1089.39,       808.6501
1089.76,       807.9309
1090.13,       807.0967
1090.50,       806.7529
1090.87,       807.0461
1091.24,       807.7809
1091.60,       808.6799
1091.97,       809.2923
1092.34,       809.4724
1092.71,       809.3643
1093.08,        809.075
1093.45,       808.7678
1093.81,        808.524
1094.18,       808.2947
1094.55,        808.084
1094.92,       807.9341
1095.29,       807.8218
1095.65,       807.7109
1096.02,       807.6531
1096.39,       807.6666
1096.76,       807.8291
1097.12,       808.2798
1097.49,       808.6718
1097.86,        808.666
1098.22,       808.0698
1098.59,       806.2271
1098.96,        804.245
1099.32,       804.5617
1099.69,       807.0753
